value
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
372
0
708
708
0
0
0
304
0
276
0
304
0
276
1280
0
1700
640
1424
0
1120
0
0
0
372
0
0
0
304
0
3856
524
224
1144
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1880
1012
0
1424
1424
0
524
248
0
672
0
0
1424
0
0
0
336
0
708
0
276
0
0
1688
224
0
0
0
276
304
0
0
1372
0
0
0
0
0
0
0
0
304
0
0
0
0
0
1700
0
0
276
0
276
524
1120
0
248
0
0
0
224
0
0
0
0
0
0
0
0
868
0
276
0
1948
524
0
248
0
336
0
0
0
0
0
372
336
0
0
0
0
0
0
0
0
0
0
0
580
0
276
424
0
0
524
0
0
0
0
0
0
0
0
0
412
0
0
0
372
0
0
0
580
2576
248
524
4204
748
748
472
0
1052
0
0
0
0
0
0
0
0
0
0
0
0
0
0
276
0
524
276
276
0
0
0
276
412
1120
0
0
276
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
412
0
0
0
0
0
0
0
0
0
0
0
0
1012
2404
0
948
0
580
472
0
0
200
0
784
0
248
868
0
1880
0
0
248
472
0
0
0
0
0
0
0
0
0
0
0
0
0
248
0
0
248
0
0
0
304
0
580
828
304
0
580
224
0
0
0
0
0
0
0
372
0
0
472
276
524
1760
0
0
524
0
0
0
0
0
456
0
372
0
580
0
1052
0
0
0
0
0
1052
0
0
580
1052
0
276
0
412
224
0
0
504
0
0
0
0
0
0
0
0
0
0
0
304
0
0
868
0
104
304
0
0
0
0
0
336
1012
1012
0
0
2156
1424
472
0
0
784
0
0
0
2864
0
0
0
0
0
0
276
0
0
0
336
0
0
0
336
0
0
0
304
0
0
2576
2892
224
0
224
0
0
0
0
0
0
0
0
0
0
0
0
0
0
336
0
0
0
0
1288
524
0
0
0
248
0
0
0
0
0
0
0
0
456
0
0
0
0
0
0
0
200
372
0
2072
168
0
0
0
0
524
248
0
248
0
0
0
0
224
0
0
0
0
0
0
1948
0
0
0
0
0
0
0
0
0
0
0
0
0
504
0
0
0
0
0
0
504
0
0
0
276
276
0
0
0
0
304
304
0
0
708
224
0
0
0
456
640
0
472
0
0
640
1164
748
0
0
0
0
0
0
1424
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
248
0
1288
0
472
2140
0
472
276
0
640
0
0
0
456
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
336
0
0
0
0
0
0
456
0
1012
0
0
1536
0
0
1052
0
580
672
0
0
0
0
1576
0
224
472
580
640
0
0
372
304
0
0
0
0
0
0
0
0
0
0
0
0
0
0
336
1012
0
0
1012
3100
0
0
0
0
0
0
0
456
0
0
0
1700
748
1252
0
248
304
0
0
0
0
0
0
0
0
0
828
916
1536
1948
0
0
0
0
1744
0
672
0
708
0
0
276
0
336
524
0
248
0
1120
0
0
0
276
0
0
200
0
0
0
0
0
0
0
708
0
456
0
0
1424
828
0
0
0
0
0
1120
0
304
1012
0
1424
856
0
0
200
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
336
0
0
1424
0
304
0
0
0
0
1948
456
1880
0
0
828
0
248
1784
3132
0
0
0
0
304
0
456
0
0
0
0
0
0
0
276
276
0
0
276
0
0
0
276
916
0
0
0
0
4264
0
0
640
248
0
0
0
0
928
0
0
0
0
0
0
0
784
0
0
0
304
304
0
0
0
1784
0
0
1536
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
868
0
0
0
180
0
0
0
580
524
1948
0
248
472
1496
1388
0
1424
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
200
0
0
0
0
0
0
0
0
0
1372
0
0
0
0
0
0
2404
1536
696
0
0
1880
0
0
0
276
0
0
0
0
0
0
0
0
0
1004
0
0
0
0
0
0
0
0
0
1744
580
0
1656
424
0
0
0
0
0
0
708
0
0
472
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
868
0
0
412
0
0
0
0
456
0
0
1744
248
0
248
248
0
0
2080
0
276
276
0
672
0
0
0
0
0
0
672
0
0
0
0
412
0
0
0
0
1880
2080
0
916
0
1012
0
0
0
456
0
0
380
